Date & Time,companyName,previousOpen,dayLow,dayHigh,currentValue
04/Jun/2021 | 06:23:10,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:23:20,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:23:30,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:23:40,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:23:50,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:00,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:10,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:21,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:31,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:41,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:24:51,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:25:01,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.25
04/Jun/2021 | 06:25:11,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.90
04/Jun/2021 | 06:25:21,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.25
04/Jun/2021 | 06:25:31,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.25
04/Jun/2021 | 06:25:41,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.25
04/Jun/2021 | 06:25:51,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:02,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:12,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:22,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:32,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:42,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.75
04/Jun/2021 | 06:26:52,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:02,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:12,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:22,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:32,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:42,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:27:53,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:28:03,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.05
04/Jun/2021 | 06:28:13,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:28:23,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:28:33,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:28:43,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:28:53,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.20
04/Jun/2021 | 06:29:03,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:29:13,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:29:23,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:29:33,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:29:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:29:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.65
04/Jun/2021 | 06:30:04,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2202.00
04/Jun/2021 | 06:30:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.65
04/Jun/2021 | 06:30:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.65
04/Jun/2021 | 06:30:34,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.65
04/Jun/2021 | 06:30:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.65
04/Jun/2021 | 06:30:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:04,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:31:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.20
04/Jun/2021 | 06:32:05,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.30
04/Jun/2021 | 06:32:15,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.30
04/Jun/2021 | 06:32:25,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.30
04/Jun/2021 | 06:32:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 06:32:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.30
04/Jun/2021 | 06:32:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.30
04/Jun/2021 | 06:33:06,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:33:16,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:33:26,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:33:37,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:33:47,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:33:57,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:34:07,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:34:17,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.00
04/Jun/2021 | 06:34:27,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:34:37,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:34:47,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:34:57,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:35:08,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.00
04/Jun/2021 | 06:35:18,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:35:28,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:35:38,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:35:48,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:35:58,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:36:08,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:36:18,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.60
04/Jun/2021 | 06:36:28,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:36:38,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:36:48,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:36:59,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:37:09,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:37:19,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:37:29,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:37:39,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:37:49,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:37:59,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:38:09,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:38:19,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:38:29,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:38:39,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:38:50,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:39:00,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:39:10,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:39:20,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:39:30,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:39:40,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:39:51,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:40:01,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:40:11,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.75
04/Jun/2021 | 06:40:21,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:40:31,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:40:42,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:40:53,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:41:03,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:41:13,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:41:23,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:41:33,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:41:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:41:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:42:04,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:42:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:42:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:42:34,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.10
04/Jun/2021 | 06:42:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:42:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:43:04,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:43:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:43:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.20
04/Jun/2021 | 06:43:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2198.15
04/Jun/2021 | 06:43:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.20
04/Jun/2021 | 06:43:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.20
04/Jun/2021 | 06:44:05,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.20
04/Jun/2021 | 06:44:15,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.20
04/Jun/2021 | 06:44:25,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:44:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:44:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:44:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:45:06,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:45:16,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.35
04/Jun/2021 | 06:45:26,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:45:36,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:45:46,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:45:56,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:46:06,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:46:16,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:46:27,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:46:37,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.45
04/Jun/2021 | 06:46:47,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:46:57,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:47:07,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:47:17,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:47:27,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.30
04/Jun/2021 | 06:47:37,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:47:47,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:47:58,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:48:08,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:48:18,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:48:28,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:48:38,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.40
04/Jun/2021 | 06:48:48,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:48:58,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:49:08,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:49:18,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:49:29,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:49:39,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:49:49,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.30
04/Jun/2021 | 06:49:59,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:09,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:19,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:29,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:39,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:49,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:50:59,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:51:09,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:51:20,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:51:30,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:51:40,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.65
04/Jun/2021 | 06:51:50,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:00,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:10,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:20,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:30,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:40,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:52:50,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:53:00,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.55
04/Jun/2021 | 06:53:11,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:53:21,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:53:31,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:53:41,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:53:51,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.90
04/Jun/2021 | 06:54:01,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.00
04/Jun/2021 | 06:54:11,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.00
04/Jun/2021 | 06:54:21,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.00
04/Jun/2021 | 06:54:31,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.00
04/Jun/2021 | 06:54:41,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.00
04/Jun/2021 | 06:54:51,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:02,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:12,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:22,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:32,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:42,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:55:52,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.10
04/Jun/2021 | 06:56:02,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:56:12,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:56:23,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:56:33,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:56:43,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:56:53,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2199.55
04/Jun/2021 | 06:57:03,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:57:13,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:57:23,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:57:33,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:57:43,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:57:53,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:58:03,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2200.45
04/Jun/2021 | 06:58:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:58:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:58:34,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:58:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:58:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2201.45
04/Jun/2021 | 06:59:04,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 06:59:14,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 06:59:24,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 06:59:34,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 06:59:44,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 06:59:54,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.00
04/Jun/2021 | 07:00:05,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:00:15,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:00:25,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:00:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:00:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:00:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:01:05,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2203.20
04/Jun/2021 | 07:01:15,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:01:25,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:01:35,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:01:45,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:01:55,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2206.80
04/Jun/2021 | 07:02:06,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2204.30
04/Jun/2021 | 07:02:16,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2206.80
04/Jun/2021 | 07:02:26,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2206.80
04/Jun/2021 | 07:02:36,RELIANCE INDUSTRIES LTD.,2219.00,2183.80,2219.00,2206.80
